,home_team,home_score,away_team,away_score,day_of_week,month,day_of_month,year,time,attendance,stadium,a_href
0,Chelsea FC,2,Manchester City,1,Monday,December,12,2011,20:00,41730,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Blackburn Rovers,1,West Bromwich Albion,2,Saturday,December,17,2011,15:00,22909,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Everton FC,1,Norwich City,1,Saturday,December,17,2011,15:00,31004,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Fulham FC,2,Bolton Wanderers,0,Saturday,December,17,2011,15:00,25643,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Newcastle United,0,Swansea City,0,Saturday,December,17,2011,15:00,51767,Sports Direct Arena (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Wolverhampton Wanderers,1,Stoke City,2,Saturday,December,17,2011,15:00,24684,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Wigan Athletic,1,Chelsea FC,1,Saturday,December,17,2011,17:30,18320,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Queens Park Rangers,0,Manchester United,2,Sunday,December,18,2011,12:00,18033,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Aston Villa,0,Liverpool FC,2,Sunday,December,18,2011,14:05,37460,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Tottenham Hotspur,1,Sunderland AFC,0,Sunday,December,18,2011,15:00,36021,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Manchester City,1,Arsenal FC,0,Sunday,December,18,2011,16:10,47303,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Wolverhampton Wanderers,2,Norwich City,2,Tuesday,December,20,2011,19:45,27067,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Blackburn Rovers,1,Bolton Wanderers,2,Tuesday,December,20,2011,20:00,25570,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Aston Villa,1,Arsenal FC,2,Wednesday,December,21,2011,19:45,35818,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Manchester City,3,Stoke City,0,Wednesday,December,21,2011,19:45,46321,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Newcastle United,2,West Bromwich Albion,3,Wednesday,December,21,2011,19:45,51060,Sports Direct Arena (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Queens Park Rangers,2,Sunderland AFC,3,Wednesday,December,21,2011,20:00,16167,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Wigan Athletic,0,Liverpool FC,0,Wednesday,December,21,2011,20:00,19230,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Everton FC,1,Swansea City,0,Wednesday,December,21,2011,20:00,32004,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Fulham FC,0,Manchester United,5,Wednesday,December,21,2011,20:00,25700,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Tottenham Hotspur,1,Chelsea FC,1,Thursday,December,22,2011,20:00,36141,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Chelsea FC,1,Fulham FC,1,Monday,December,26,2011,13:00,41548,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Bolton Wanderers,0,Newcastle United,2,Monday,December,26,2011,15:00,26080,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Liverpool FC,1,Blackburn Rovers,1,Monday,December,26,2011,15:00,44441,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester United,5,Wigan Athletic,0,Monday,December,26,2011,15:00,75183,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Sunderland AFC,1,Everton FC,1,Monday,December,26,2011,15:00,43619,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,West Bromwich Albion,0,Manchester City,0,Monday,December,26,2011,15:00,25938,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Stoke City,0,Aston Villa,0,Monday,December,26,2011,19:45,27739,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Arsenal FC,1,Wolverhampton Wanderers,1,Tuesday,December,27,2011,15:00,59686,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Swansea City,1,Queens Park Rangers,1,Tuesday,December,27,2011,17:00,19530,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Norwich City,0,Tottenham Hotspur,2,Tuesday,December,27,2011,19:30,26807,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Liverpool FC,3,Newcastle United,1,Friday,December,30,2011,19:45,44372,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester United,2,Blackburn Rovers,3,Saturday,December,31,2011,12:45,75146,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Arsenal FC,1,Queens Park Rangers,0,Saturday,December,31,2011,15:00,60067,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Bolton Wanderers,1,Wolverhampton Wanderers,1,Saturday,December,31,2011,15:00,20354,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Chelsea FC,1,Aston Villa,3,Saturday,December,31,2011,15:00,41332,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Norwich City,1,Fulham FC,1,Saturday,December,31,2011,15:00,26406,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Stoke City,2,Wigan Athletic,2,Saturday,December,31,2011,15:00,26595,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Swansea City,1,Tottenham Hotspur,1,Saturday,December,31,2011,15:00,20393,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,West Bromwich Albion,0,Everton FC,1,Sunday,January,1,2012,12:30,23038,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Sunderland AFC,1,Manchester City,0,Sunday,January,1,2012,15:00,40625,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Blackburn Rovers,1,Stoke City,2,Monday,January,2,2012,15:00,20615,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Aston Villa,0,Swansea City,2,Monday,January,2,2012,15:00,35642,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Queens Park Rangers,1,Norwich City,2,Monday,January,2,2012,15:00,18033,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Wolverhampton Wanderers,1,Chelsea FC,2,Monday,January,2,2012,15:00,27289,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Fulham FC,2,Arsenal FC,1,Monday,January,2,2012,17:30,25700,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Tottenham Hotspur,1,West Bromwich Albion,0,Tuesday,January,3,2012,19:45,36062,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Wigan Athletic,1,Sunderland AFC,4,Tuesday,January,3,2012,19:45,15871,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Manchester City,3,Liverpool FC,0,Tuesday,January,3,2012,20:00,47131,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Everton FC,1,Bolton Wanderers,2,Wednesday,January,4,2012,20:00,29561,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Newcastle United,3,Manchester United,0,Wednesday,January,4,2012,20:00,52299,Sports Direct Arena (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Aston Villa,1,Everton FC,1,Saturday,January,14,2012,15:00,31853,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Blackburn Rovers,3,Fulham FC,1,Saturday,January,14,2012,15:00,18003,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Chelsea FC,1,Sunderland AFC,0,Saturday,January,14,2012,15:00,41696,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Liverpool FC,0,Stoke City,0,Saturday,January,14,2012,15:00,44691,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester United,3,Bolton Wanderers,0,Saturday,January,14,2012,15:00,75444,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Tottenham Hotspur,1,Wolverhampton Wanderers,1,Saturday,January,14,2012,15:00,36194,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,West Bromwich Albion,1,Norwich City,2,Saturday,January,14,2012,15:00,22474,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Newcastle United,1,Queens Park Rangers,0,Sunday,January,15,2012,13:30,49865,Sports Direct Arena (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Swansea City,3,Arsenal FC,2,Sunday,January,15,2012,16:00,20409,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Wigan Athletic,0,Manchester City,1,Monday,January,16,2012,20:00,16026,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Norwich City,0,Chelsea FC,0,Saturday,January,21,2012,12:45,26792,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Everton FC,1,Blackburn Rovers,1,Saturday,January,21,2012,15:00,32464,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Fulham FC,5,Newcastle United,2,Saturday,January,21,2012,15:00,25692,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Queens Park Rangers,3,Wigan Athletic,1,Saturday,January,21,2012,15:00,16002,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Stoke City,1,West Bromwich Albion,2,Saturday,January,21,2012,15:00,26865,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,Sunderland AFC,2,Swansea City,0,Saturday,January,21,2012,15:00,36904,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Wolverhampton Wanderers,2,Aston Villa,3,Saturday,January,21,2012,15:00,27084,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Bolton Wanderers,3,Liverpool FC,1,Saturday,January,21,2012,17:30,26854,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Manchester City,3,Tottenham Hotspur,2,Sunday,January,22,2012,13:30,47422,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Arsenal FC,1,Manchester United,2,Sunday,January,22,2012,16:00,60093,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Swansea City,1,Chelsea FC,1,Tuesday,January,31,2012,19:45,20526,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Tottenham Hotspur,3,Wigan Athletic,1,Tuesday,January,31,2012,19:45,35801,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
0,Wolverhampton Wanderers,0,Liverpool FC,3,Tuesday,January,31,2012,19:45,27447,Molineux Stadium (Wolverhampton / England),https://www.worldfootball.net/venues/molineux-stadium-wolverhampton/
0,Manchester United,2,Stoke City,0,Tuesday,January,31,2012,20:00,74719,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Everton FC,1,Manchester City,0,Tuesday,January,31,2012,20:00,29856,Goodison Park (Liverpool / England),https://www.worldfootball.net/venues/goodison-park-liverpool/
0,Aston Villa,2,Queens Park Rangers,2,Wednesday,February,1,2012,19:45,32063,Villa Park (Birmingham / England),https://www.worldfootball.net/venues/villa-park-birmingham/
0,Bolton Wanderers,0,Arsenal FC,0,Wednesday,February,1,2012,20:00,24371,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Sunderland AFC,3,Norwich City,0,Wednesday,February,1,2012,20:00,34476,Stadium of Light (Sunderland / England),https://www.worldfootball.net/venues/stadium-of-light-sunderland/
0,Fulham FC,1,West Bromwich Albion,1,Wednesday,February,1,2012,20:00,25689,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Blackburn Rovers,0,Newcastle United,2,Wednesday,February,1,2012,20:00,20817,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Arsenal FC,7,Blackburn Rovers,1,Saturday,February,4,2012,13:00,59643,Emirates Stadium (London / England),https://www.worldfootball.net/venues/emirates-stadium-london/
0,Norwich City,2,Bolton Wanderers,0,Saturday,February,4,2012,15:00,26358,Carrow Road (Norwich / England),https://www.worldfootball.net/venues/carrow-road-norwich/
0,Queens Park Rangers,1,Wolverhampton Wanderers,2,Saturday,February,4,2012,15:00,17351,Loftus Road (London / England),https://www.worldfootball.net/venues/loftus-road-london/
0,Stoke City,0,Sunderland AFC,1,Saturday,February,4,2012,15:00,27717,Britannia Stadium (Stoke-on-Trent / England),https://www.worldfootball.net/venues/bet365-stadium-stoke-on-trent/
0,West Bromwich Albion,1,Swansea City,2,Saturday,February,4,2012,15:00,24274,The Hawthorns (West Bromwich / England),https://www.worldfootball.net/venues/the-hawthorns-west-bromwich/
0,Wigan Athletic,1,Everton FC,1,Saturday,February,4,2012,15:00,18340,DW Stadium (Wigan / England),https://www.worldfootball.net/venues/dw-stadium-wigan/
0,Manchester City,3,Fulham FC,0,Saturday,February,4,2012,17:30,46963,Etihad Stadium (Manchester / England),https://www.worldfootball.net/venues/etihad-stadium-manchester/
0,Newcastle United,2,Aston Villa,1,Sunday,February,5,2012,13:30,48569,Sports Direct Arena (Newcastle / England),https://www.worldfootball.net/venues/st-james-park-newcastle/
0,Chelsea FC,3,Manchester United,3,Sunday,February,5,2012,16:00,41668,Stamford Bridge (London / England),https://www.worldfootball.net/venues/stamford-bridge-london/
0,Liverpool FC,0,Tottenham Hotspur,0,Monday,February,6,2012,20:00,44461,Anfield (Liverpool / England),https://www.worldfootball.net/venues/anfield-liverpool/
0,Manchester United,2,Liverpool FC,1,Saturday,February,11,2012,12:45,74844,Old Trafford (Manchester / England),https://www.worldfootball.net/venues/old-trafford-manchester/
0,Blackburn Rovers,3,Queens Park Rangers,2,Saturday,February,11,2012,15:00,20252,Ewood Park (Blackburn / England),https://www.worldfootball.net/venues/ewood-park-blackburn/
0,Bolton Wanderers,1,Wigan Athletic,2,Saturday,February,11,2012,15:00,23450,Reebok Stadium (Bolton / England),https://www.worldfootball.net/venues/university-of-bolton-stadium-bolton/
0,Everton FC,2,Chelsea FC,0,Saturday,February,11,2012,15:00,33924,Goodison Park (Liverpool / England),
0,Fulham FC,2,Stoke City,1,Saturday,February,11,2012,15:00,23555,Craven Cottage (London / England),https://www.worldfootball.net/venues/craven-cottage-london/
0,Sunderland AFC,1,Arsenal FC,2,Saturday,February,11,2012,15:00,40312,Stadium of Light (Sunderland / England),
0,Swansea City,2,Norwich City,3,Saturday,February,11,2012,15:00,19927,Liberty Stadium (Swansea / Wales),https://www.worldfootball.net/venues/swansea-com-stadium-swansea/
0,Tottenham Hotspur,5,Newcastle United,0,Saturday,February,11,2012,17:30,36176,White Hart Lane (London / England),https://www.worldfootball.net/venues/white-hart-lane-london/
